,index,desc
6046,6046,"Deep in the research wing of the Natural History Museum is a prize
specimen, something that comes along much less often than once in a
lifetime: a perfect, and perfectly preserved, giant squid. But what does it
mean when the creature suddenly and impossibly disappears?"
6047,6047,Le MurJean-Paul Sartre
6048,6048,"When their picture-perfect Cotswold village family life with a perpetually
young father and hippy mother is shattered by a tragic Easter weekend, four
siblings pursue separate adult lives before a reunion reveals astonishing
truths. By the author of Before I Met You."
6049,6049,"In the aftermath of a colossal battle, new threats are emerging from every
direction. Tyrion Lannister, having killed his father, and wrongfully
accused of killing his nephew, King Joffrey, has escaped from King's
Landing with a price on his head."
6050,6050,"As terrorists conspire to unleash a series of deadly attacks across America
and a foreign wet work team targets a famous Hollywood filmmaker,
counterterrorism operative Scot Harvath races against time to save the
United States from complete collapse."
6051,6051,"The very first Famous Five adventure, featuring Julian, Dick, Anne, not
forgetting tomboy George and her beloved dog, Timmy! There's a shipwreck
off Kirrin Island! But where is the treasure? The Famous Five are on the
trail - looking for clues - but they're not alone! Someone else has got the
same idea. Time is running out for the Famous Five, who will follow the
clues and get to the treasure first?"
6052,6052,Summer PeopleElin Hilderbrand
6053,6053,"The popular comic-strip duo roam their many worlds in search of treasure
and fortune, approaching warp speed, fighting off killer bicycles,
conducting dad polls, and creating a legion of snowmen and other not-so-
alien beings. Simultaneous. 1,200,000 first printing."
6054,6054,"花より男子 1Yoko Kamio, 神尾葉子"
6055,6055,"Written with full cooperation from top management, including cofounders
Sergey Brin and Larry Page, this is the inside story behind Google, the
most successful and most admired technology company of our time, told by
one of our best technology writers. Few companies in history have ever been
as successful and as admired as Google, the company that has transformed
the Internet and become an indispensable part of our lives. How has Google
done it? Veteran technology reporter Steven Levy was granted unprecedented
access to the company, and in this revelatory book he takes readers inside
Google headquarters—the Googleplex—to show how Google works. While they
were still students at Stanford, Google cofounders Larry Page and Sergey
Brin revolutionized Internet search. They followed this brilliant
innovation with another, as two of Google’s earliest employees found a way
to do what no one else had: make billions of dollars from Internet
advertising. With this cash cow, Google was able to expand dramatically and
take on other transformative projects: more efficient data centers, open-
source cell phones, free Internet video (YouTube), cloud computing,
digitizing books, and much more. The key to Google’s success in all these
businesses, Levy reveals, is its engineering mind-set and adoption of such
Internet values as speed, openness, experimentation, and risk taking. After
its unapologetically elitist approach to hiring, Google pampers its
engineers—free food and dry cleaning, on-site doctors and masseuses—and
gives them all the resources they need to succeed. Even today, with a
workforce of more than 23,000, Larry Page signs off on every hire. But has
Google lost its innovative edge? With its newest initiative, social
networking, Google is chasing a successful competitor for the first time.
Some employees are leaving the company for smaller, nimbler start-ups. Can
the company that famously decided not to be evil still compete? No other
book has ever turned Google inside out as Levy does with In the Plex."
6056,6056,"Sent to live in England after the disappearance of his parents, Christopher
Banks returns to Shanghai, the city of his birth, more than twenty years
later to uncover the truth about the tragedy that transformed his
childhood."
6057,6057,"The author recounts in graphic novel format his troubled childhood with a
radiologist father who subjected him to repeated x-rays and a withholding
and tormented mother, an environment he fled at the age of sixteen in the
hopes of becoming an artist."
6058,6058,"Agreeing to model nude for Art Deco painter Tamara de Lempicka in 1927
Paris, young American Rafaela Fano inspires the artist's most iconic Jazz
Age images and becomes her lover while discovering darker truths about
Tamara's private life."
6059,6059,"While at Gold Ridge castle to the north of Winding Circle, Daja and the
three other mages-in-training who have become her friends develop their
unique magical talents as they try to prevent a devastating forest fire
from consuming everything in its path."
6060,6060,"Led by Masterharper Robinton and F'lar and Lessa, the people of Pern
excavate the ancient remains of the planet's original settlement and
uncover the colonists' voice-activated artificial intelligence system.
Reissue."
6061,6061,Beautiful SacrificeJamie McGuire
6062,6062,"In the wake of their adventure in China, Captain Will Laurence of His
Majesty's Aerial Corps and his dragon, Temeraire, are sent on a mission to
protect three valuable dragon eggs on a trip back to England from the
Ottoman Empire, but the vengeful Chinese dragon Lien allies herself with
Napoleon to stop them. Original."
6063,6063,"#1 New York Times bestselling author Julie Garwood proves she is a master
storyteller in this classic romantic suspense novel featuring FBI agent
Nick Buchanan. In the still shadows of the confessional, the penitent
kneels and makes a bone-chilling disclosure: Bless me father, for I will
sin.... Slowly, tauntingly, the man describes his murderous past—how he
stalked his victim, worked his way into her life, and then took that life
in a violent rage—and his plan to kill again. Only this time, he has raised
the stakes in his twisted game, daring authorities to catch him if they
can. And this time, he has revealed the name of his next intended victim.
Agent Nick Buchanan has come face-to-face with society's worst monsters and
depraved minds in his work for one of the FBI's most elite units, but The
Heartbreaker threatens to hit close to home. The intended victim, Laurant
Madden, is his best friend's sister. Soon he is caught up in an intricate
chase with one of the most devious psychopaths of his career. But as the
danger grows, so does an electrifying attraction between Nick and Laurant.
One false move will cost both of them everything that matters."
6064,6064,"Briar, a young mage-in-training, and his teacher Rosethorn must use their
magic to fight a deadly plague that is ravaging Summersea."
6065,6065,"With extraordinary narrative power, New York Times bestselling author
Colleen McCullough sweeps the reader into a whirlpool of pageantry and
passion, bringing to vivid life the most glorious epoch in human history.
When the world cowered before the legions of Rome, two extraordinary men
dreamed of personal glory: the military genius and wealthy rural ""upstart""
Marius, and Sulla, penniless and debauched but of aristocratic birth. Men
of exceptional vision, courage, cunning, and ruthless ambition, separately
they faced the insurmountable opposition of powerful, vindictive foes. Yet
allied they could answer the treachery of rivals, lovers, enemy generals,
and senatorial vipers with intricate and merciless machinations of their
own—to achieve in the end a bloody and splendid foretold destiny . . . and
win the most coveted honor the Republic could bestow."
